Rank,Seq Codes,Divisor,Bypass,c>7,A1 Wait,Always Bet,Div<1,Max Cap,Files,Success Rate,Turnover,Balance,Profit/Loss
1003,"Standard (3, 4, 2)",32,Ena,Dis,Ena,Dis,Dis,0,169,73.4%,82011,-1597,-461
1004,"Standard (3, 4, 2)",8,Ena,Dis,Dis,Dis,Ena,0,169,68.0%,120276,-1572,-461
1005,"Standard (3, 4, 2)",32,Dis,Dis,Ena,Ena,Dis,0,169,73.4%,82607,-1617,-462
1006,"Standard (3, 4, 2)",32,Dis,Dis,Ena,Ena,Ena,0,169,73.4%,82779,-1618,-462
1007,"Alternative (8, 44, 10)",8,Dis,Dis,Ena,Dis,Ena,25,169,78.7%,82105,-1604,-462
1008,"Standard (3, 4, 2)",32,Ena,Dis,Ena,Ena,Dis,0,169,73.4%,82607,-1617,-462
1009,"Standard (3, 4, 2)",32,Ena,Dis,Ena,Ena,Ena,0,169,73.4%,82779,-1618,-462
1010,"Standard (3, 4, 2)",32,Dis,Dis,Ena,Dis,Ena,0,169,73.4%,82187,-1602,-463
1011,"Standard (3, 4, 2)",32,Dis,Dis,Ena,Dis,Dis,0,169,73.4%,82015,-1601,-463
1012,"Standard (3, 4, 2)",32,Dis,Dis,Dis,Dis,Dis,0,169,67.5%,107304,-1620,-471
1013,"Alternative (8, 44, 10)",8,Ena,Dis,Ena,Ena,Ena,25,169,77.5%,87680,-1682,-482
1014,"Alternative (8, 44, 10)",8,Dis,Dis,Ena,Ena,Ena,25,169,77.5%,87680,-1682,-482
1015,"Standard (3, 4, 2)",32,Ena,Dis,Dis,Ena,Dis,0,169,67.5%,108420,-1692,-486
1016,"Standard (3, 4, 2)",32,Dis,Dis,Dis,Ena,Dis,0,169,67.5%,108420,-1692,-486
1017,"Alternative (8, 44, 10)",16,Ena,Dis,Dis,Ena,Ena,20,169,56.2%,171627,-1689,-487
1018,"Alternative (8, 44, 10)",16,Dis,Dis,Dis,Ena,Ena,20,169,56.2%,171627,-1689,-487
1019,"Standard (3, 4, 2)",32,Ena,Dis,Dis,Dis,Dis,0,169,67.5%,107456,-1691,-489
1020,"Alternative (8, 44, 10)",8,Dis,Dis,Ena,Dis,Ena,30,169,78.7%,84300,-1716,-491
1021,"Alternative (8, 44, 10)",8,Ena,Ena,Ena,Dis,Ena,30,169,79.3%,85498,-1699,-492
1022,"Alternative (8, 44, 10)",16,Dis,Ena,Dis,Ena,Ena,25,169,55.6%,173496,-1841,-518
1023,"Alternative (8, 44, 10)",16,Ena,Ena,Dis,Ena,Ena,25,169,55.6%,173496,-1841,-518
1024,"Standard (3, 4, 2)",8,Dis,Dis,Dis,Dis,Ena,0,169,68.0%,119776,-1846,-529
1025,"Alternative (8, 44, 10)",8,Dis,Dis,Ena,Ena,Ena,30,169,77.5%,88520,-1913,-540
1026,"Alternative (8, 44, 10)",8,Ena,Dis,Ena,Ena,Ena,30,169,77.5%,88520,-1913,-540
1027,"Standard (3, 4, 2)",16,Ena,Dis,Ena,Dis,Ena,0,169,72.8%,84984,-1951,-546
1028,"Standard (3, 4, 2)",16,Dis,Dis,Ena,Dis,Ena,0,169,72.8%,85012,-1961,-548
1029,"Alternative (8, 44, 10)",32,Ena,Dis,Dis,Dis,Ena,25,169,53.8%,152870,-1942,-548
1030,"Standard (3, 4, 2)",16,Ena,Dis,Ena,Ena,Ena,0,169,72.8%,85568,-1968,-551
1031,"Standard (3, 4, 2)",16,Dis,Dis,Ena,Ena,Ena,0,169,72.8%,85568,-1968,-551
1032,"Alternative (8, 44, 10)",32,Dis,Dis,Dis,Ena,Ena,25,169,53.8%,158062,-2098,-585
1033,"Alternative (8, 44, 10)",32,Ena,Dis,Dis,Ena,Ena,25,169,53.8%,158062,-2098,-585
1034,"Alternative (8, 44, 10)",32,Dis,Dis,Dis,Dis,Ena,25,169,53.8%,149066,-2149,-600
1035,"Alternative (8, 44, 10)",16,Ena,Dis,Dis,Dis,Dis,30,169,56.2%,170946,-2160,-604
1036,"Alternative (8, 44, 10)",16,Ena,Ena,Dis,Dis,Dis,30,169,56.8%,169642,-2217,-622
1037,"Alternative (8, 44, 10)",8,Ena,Ena,Ena,Dis,Dis,0,169,79.3%,84798,-2317,-643
1038,"Alternative (8, 44, 10)",8,Dis,Dis,Ena,Dis,Ena,0,169,78.7%,85281,-2329,-643
1039,"Alternative (8, 44, 10)",16,Dis,Dis,Dis,Ena,Dis,30,169,55.0%,172024,-2345,-652
1040,"Alternative (8, 44, 10)",16,Ena,Dis,Dis,Ena,Dis,30,169,55.0%,172024,-2345,-652
1041,"Alternative (8, 44, 10)",8,Ena,Ena,Ena,Dis,Ena,0,169,79.3%,87881,-2355,-655
1042,"Alternative (8, 44, 10)",8,Ena,Dis,Ena,Dis,Ena,25,169,78.7%,83932,-2383,-656
1043,"Alternative (8, 44, 10)",16,Ena,Dis,Ena,Dis,Ena,0,169,76.9%,79796,-2393,-663
1044,"Alternative (8, 44, 10)",16,Dis,Dis,Ena,Dis,Ena,0,169,76.3%,77951,-2396,-666
1045,"Alternative (8, 44, 10)",8,Dis,Ena,Ena,Ena,Dis,0,169,76.9%,86823,-2472,-678
1046,"Alternative (8, 44, 10)",8,Ena,Ena,Ena,Ena,Dis,0,169,76.9%,86823,-2472,-678
1047,"Alternative (8, 44, 10)",8,Ena,Dis,Ena,Dis,Ena,30,169,78.7%,85448,-2602,-712
1048,"Standard (3, 4, 2)",8,Ena,Dis,Ena,Dis,Ena,0,169,72.8%,91753,-2705,-739
1049,"Standard (3, 4, 2)",8,Dis,Dis,Ena,Ena,Ena,0,169,72.8%,92324,-2718,-742
1050,"Standard (3, 4, 2)",8,Ena,Dis,Ena,Ena,Ena,0,169,72.8%,92324,-2718,-742
1051,"Alternative (8, 44, 10)",8,Ena,Dis,Dis,Dis,Ena,25,169,62.7%,191798,-2761,-751
1052,"Alternative (8, 44, 10)",8,Ena,Dis,Ena,Dis,Dis,0,169,78.7%,85819,-2783,-756
1053,"Alternative (8, 44, 10)",8,Ena,Dis,Dis,Ena,Ena,25,169,62.1%,197527,-2800,-761
1054,"Alternative (8, 44, 10)",8,Dis,Dis,Dis,Ena,Ena,25,169,62.1%,197527,-2800,-761
1055,"Alternative (8, 44, 10)",16,Ena,Dis,Dis,Ena,Ena,25,169,55.6%,175267,-2811,-770
1056,"Alternative (8, 44, 10)",16,Dis,Dis,Dis,Ena,Ena,25,169,55.6%,175267,-2811,-770
1057,"Alternative (8, 44, 10)",8,Ena,Ena,Dis,Dis,Ena,25,169,63.3%,190660,-2916,-789
1058,"Alternative (8, 44, 10)",32,Ena,Dis,Dis,Dis,Ena,30,169,53.3%,155213,-2937,-797
1059,"Standard (3, 4, 2)",8,Dis,Dis,Ena,Dis,Ena,0,169,72.8%,91349,-2958,-802
1060,"Alternative (8, 44, 10)",8,Ena,Dis,Dis,Ena,Ena,30,169,62.1%,199367,-2969,-803
1061,"Alternative (8, 44, 10)",8,Dis,Dis,Dis,Ena,Ena,30,169,62.1%,199367,-2969,-803
1062,"Standard (3, 4, 2)",8,Ena,Dis,Dis,Ena,Dis,0,169,67.5%,121901,-3104,-843
1063,"Standard (3, 4, 2)",8,Dis,Dis,Dis,Ena,Dis,0,169,67.5%,121901,-3104,-843
1064,"Alternative (8, 44, 10)",32,Dis,Ena,Dis,Ena,Ena,30,169,53.8%,157963,-3150,-847
1065,"Alternative (8, 44, 10)",32,Ena,Ena,Dis,Ena,Ena,30,169,53.8%,157963,-3150,-847
1066,"Alternative (8, 44, 10)",8,Ena,Ena,Dis,Ena,Ena,25,169,62.7%,196629,-3148,-848
1067,"Alternative (8, 44, 10)",8,Dis,Ena,Dis,Ena,Ena,25,169,62.7%,196629,-3148,-848
1068,"Standard (3, 4, 2)",8,Ena,Dis,Dis,Dis,Dis,0,169,67.5%,119772,-3174,-861
1069,"Alternative (8, 44, 10)",32,Dis,Dis,Dis,Dis,Ena,30,169,53.3%,151039,-3202,-864
1070,"Alternative (8, 44, 10)",32,Dis,Ena,Dis,Dis,Ena,30,169,53.8%,150521,-3205,-864
1071,"Alternative (8, 44, 10)",32,Ena,Dis,Dis,Ena,Ena,30,169,53.3%,160045,-3217,-864
1072,"Alternative (8, 44, 10)",32,Dis,Dis,Dis,Ena,Ena,30,169,53.3%,160045,-3217,-864
1073,"Alternative (8, 44, 10)",8,Dis,Ena,Dis,Ena,Ena,30,169,62.7%,198881,-3285,-882
1074,"Alternative (8, 44, 10)",8,Ena,Ena,Dis,Ena,Ena,30,169,62.7%,198881,-3285,-882
1075,"Standard (3, 4, 2)",8,Dis,Dis,Dis,Dis,Dis,0,169,67.5%,119304,-3291,-891
1076,"Alternative (8, 44, 10)",16,Dis,Dis,Dis,Dis,Ena,25,169,56.8%,170928,-3315,-896
1077,"Alternative (8, 44, 10)",8,Ena,Ena,Ena,Ena,Ena,0,169,76.9%,88723,-3346,-899
1078,"Alternative (8, 44, 10)",16,Dis,Ena,Dis,Dis,Ena,25,169,57.4%,170032,-3325,-899
1079,"Alternative (8, 44, 10)",8,Dis,Ena,Ena,Ena,Ena,0,169,76.9%,88723,-3346,-899
1080,"Standard (3, 4, 2)",8,Ena,Dis,Ena,Dis,Dis,0,169,72.8%,91229,-3396,-912
1081,"Standard (3, 4, 2)",8,Ena,Dis,Ena,Ena,Dis,0,169,72.8%,91796,-3405,-914
1082,"Standard (3, 4, 2)",8,Dis,Dis,Ena,Ena,Dis,0,169,72.8%,91796,-3405,-914
1083,"Alternative (8, 44, 10)",8,Ena,Dis,Ena,Dis,Ena,0,169,78.7%,88179,-3448,-923
1084,"Standard (3, 4, 2)",8,Dis,Dis,Ena,Dis,Dis,0,169,72.8%,91057,-3584,-959
1085,"Alternative (8, 44, 10)",16,Ena,Ena,Dis,Dis,Ena,25,169,57.4%,172819,-3626,-972
1086,"Alternative (8, 44, 10)",16,Ena,Dis,Dis,Dis,Ena,25,169,56.8%,173863,-3666,-981
1087,"Alternative (8, 44, 10)",8,Ena,Dis,Dis,Dis,Ena,30,169,62.1%,193302,-3925,-1040
1088,"Alternative (8, 44, 10)",8,Dis,Dis,Ena,Dis,Dis,0,169,78.1%,82826,-4017,-1066
1089,"Alternative (8, 44, 10)",8,Ena,Ena,Dis,Dis,Ena,30,169,62.7%,192148,-4177,-1101
1090,"Alternative (8, 44, 10)",8,Dis,Ena,Dis,Dis,Ena,30,169,62.7%,187740,-4209,-1108
1091,"Alternative (8, 44, 10)",8,Dis,Dis,Dis,Dis,Ena,30,169,62.1%,188242,-4218,-1112
1092,"Alternative (8, 44, 10)",8,Ena,Dis,Ena,Ena,Ena,0,169,76.3%,89690,-4382,-1157
1093,"Alternative (8, 44, 10)",8,Dis,Dis,Ena,Ena,Ena,0,169,76.3%,89690,-4382,-1157
1094,"Alternative (8, 44, 10)",8,Ena,Dis,Ena,Ena,Dis,0,169,76.3%,85598,-4529,-1194
1095,"Alternative (8, 44, 10)",8,Dis,Dis,Ena,Ena,Dis,0,169,76.3%,85598,-4529,-1194
1096,"Alternative (8, 44, 10)",32,Ena,Ena,Dis,Dis,Ena,30,169,53.8%,151624,-4981,-1308
1097,"Alternative (8, 44, 10)",16,Ena,Ena,Dis,Ena,Ena,30,169,54.4%,173834,-5286,-1379
1098,"Alternative (8, 44, 10)",16,Dis,Ena,Dis,Ena,Ena,30,169,54.4%,173834,-5286,-1379
1099,"Alternative (8, 44, 10)",8,Dis,Dis,Dis,Ena,Ena,0,169,62.1%,199178,-5563,-1454
1100,"Alternative (8, 44, 10)",8,Ena,Dis,Dis,Ena,Ena,0,169,62.1%,199178,-5563,-1454
1101,"Alternative (8, 44, 10)",32,Ena,Ena,Dis,Ena,Dis,0,169,53.8%,159830,-5857,-1523
1102,"Alternative (8, 44, 10)",32,Dis,Ena,Dis,Ena,Dis,0,169,53.8%,159830,-5857,-1523
1103,"Alternative (8, 44, 10)",8,Dis,Dis,Dis,Dis,Ena,0,169,62.1%,192522,-5947,-1544
1104,"Alternative (8, 44, 10)",8,Dis,Ena,Dis,Dis,Ena,0,169,62.7%,191051,-6045,-1569
1105,"Alternative (8, 44, 10)",16,Dis,Ena,Dis,Dis,Ena,30,169,56.2%,171608,-6017,-1572
1106,"Alternative (8, 44, 10)",16,Dis,Dis,Dis,Dis,Ena,30,169,55.6%,172564,-6027,-1573
1107,"Alternative (8, 44, 10)",32,Dis,Dis,Dis,Ena,Dis,0,169,53.3%,162566,-6076,-1580
1108,"Alternative (8, 44, 10)",32,Ena,Dis,Dis,Ena,Dis,0,169,53.3%,162566,-6076,-1580
1109,"Alternative (8, 44, 10)",8,Dis,Ena,Dis,Ena,Ena,0,169,62.7%,199313,-6125,-1594
1110,"Alternative (8, 44, 10)",8,Ena,Ena,Dis,Ena,Ena,0,169,62.7%,199313,-6125,-1594
1111,"Alternative (8, 44, 10)",32,Dis,Ena,Dis,Dis,Dis,0,169,53.8%,155786,-6162,-1598
1112,"Alternative (8, 44, 10)",8,Ena,Dis,Dis,Dis,Ena,0,169,62.1%,193480,-6464,-1674
1113,"Alternative (8, 44, 10)",16,Dis,Dis,Dis,Ena,Ena,30,169,54.4%,175943,-6451,-1678
1114,"Alternative (8, 44, 10)",16,Ena,Dis,Dis,Ena,Ena,30,169,54.4%,175943,-6451,-1678
1115,"Alternative (8, 44, 10)",8,Ena,Ena,Dis,Dis,Ena,0,169,62.7%,191329,-6677,-1726
1116,"Alternative (8, 44, 10)",32,Dis,Ena,Dis,Dis,Ena,0,169,53.3%,155579,-6930,-1792
1117,"Alternative (8, 44, 10)",32,Dis,Dis,Dis,Dis,Ena,0,169,52.7%,156573,-7000,-1809
1118,"Alternative (8, 44, 10)",32,Ena,Dis,Dis,Dis,Dis,0,169,52.7%,157454,-7017,-1816
1119,"Alternative (8, 44, 10)",32,Ena,Ena,Dis,Dis,Dis,0,169,53.8%,155612,-7050,-1820
1120,"Alternative (8, 44, 10)",32,Dis,Dis,Dis,Dis,Dis,0,169,52.7%,156174,-7141,-1845
1121,"Alternative (8, 44, 10)",16,Ena,Ena,Dis,Dis,Ena,30,169,56.2%,173433,-7136,-1852
1122,"Alternative (8, 44, 10)",8,Dis,Dis,Dis,Ena,Dis,0,169,61.5%,193600,-7245,-1874
1123,"Alternative (8, 44, 10)",8,Ena,Dis,Dis,Ena,Dis,0,169,61.5%,193600,-7245,-1874
1124,"Alternative (8, 44, 10)",16,Ena,Dis,Dis,Dis,Ena,30,169,55.6%,175045,-7295,-1889
1125,"Alternative (8, 44, 10)",8,Dis,Ena,Dis,Ena,Dis,0,169,62.1%,193116,-7323,-1891
1126,"Alternative (8, 44, 10)",8,Ena,Ena,Dis,Ena,Dis,0,169,62.1%,193116,-7323,-1891
1127,"Alternative (8, 44, 10)",8,Ena,Dis,Dis,Dis,Dis,0,169,61.5%,189193,-7445,-1922
1128,"Alternative (8, 44, 10)",8,Dis,Ena,Dis,Dis,Dis,0,169,62.1%,184317,-7906,-2036
1129,"Alternative (8, 44, 10)",32,Ena,Dis,Dis,Ena,Ena,0,169,52.7%,162993,-7976,-2057
1130,"Alternative (8, 44, 10)",32,Dis,Dis,Dis,Ena,Ena,0,169,52.7%,162993,-7976,-2057
1131,"Alternative (8, 44, 10)",32,Dis,Ena,Dis,Ena,Ena,0,169,53.3%,160479,-7991,-2059
1132,"Alternative (8, 44, 10)",32,Ena,Ena,Dis,Ena,Ena,0,169,53.3%,160479,-7991,-2059
1133,"Alternative (8, 44, 10)",8,Ena,Ena,Dis,Dis,Dis,0,169,62.1%,185191,-8180,-2105
1134,"Alternative (8, 44, 10)",8,Dis,Dis,Dis,Dis,Dis,0,169,61.5%,186010,-8198,-2109
1135,"Alternative (8, 44, 10)",32,Ena,Dis,Dis,Dis,Ena,0,169,52.7%,159185,-8331,-2143
1136,"Alternative (8, 44, 10)",32,Ena,Ena,Dis,Dis,Ena,0,169,53.3%,156354,-9415,-2413
1137,"Alternative (8, 44, 10)",16,Dis,Ena,Dis,Ena,Ena,0,169,54.4%,175855,-9779,-2502
1138,"Alternative (8, 44, 10)",16,Ena,Ena,Dis,Ena,Ena,0,169,54.4%,175855,-9779,-2502
1139,"Alternative (8, 44, 10)",16,Dis,Ena,Dis,Dis,Dis,0,169,55.6%,171981,-9841,-2525
1140,"Alternative (8, 44, 10)",16,Dis,Dis,Dis,Dis,Dis,0,169,55.0%,172915,-9869,-2531
1141,"Alternative (8, 44, 10)",16,Ena,Dis,Dis,Ena,Ena,0,169,53.8%,176724,-10274,-2635
1142,"Alternative (8, 44, 10)",16,Dis,Dis,Dis,Ena,Ena,0,169,53.8%,176724,-10274,-2635
1143,"Alternative (8, 44, 10)",16,Ena,Ena,Dis,Ena,Dis,0,169,53.3%,172630,-10684,-2726
1144,"Alternative (8, 44, 10)",16,Dis,Ena,Dis,Ena,Dis,0,169,53.3%,172630,-10684,-2726
1145,"Alternative (8, 44, 10)",16,Ena,Dis,Dis,Dis,Ena,0,169,55.0%,172271,-11578,-2958
1146,"Alternative (8, 44, 10)",16,Dis,Dis,Dis,Dis,Ena,0,169,54.4%,169274,-11820,-3019
1147,"Alternative (8, 44, 10)",16,Dis,Ena,Dis,Dis,Ena,0,169,55.0%,168846,-11908,-3041
1148,"Alternative (8, 44, 10)",16,Ena,Ena,Dis,Dis,Ena,0,169,55.6%,171775,-11901,-3043
1149,"Alternative (8, 44, 10)",16,Ena,Dis,Dis,Dis,Dis,0,169,54.4%,172799,-12156,-3102
1150,"Alternative (8, 44, 10)",16,Ena,Ena,Dis,Dis,Dis,0,169,55.0%,171995,-12207,-3119
1151,"Alternative (8, 44, 10)",16,Dis,Dis,Dis,Ena,Dis,0,169,52.7%,172593,-13015,-3318
1152,"Alternative (8, 44, 10)",16,Ena,Dis,Dis,Ena,Dis,0,169,52.7%,172593,-13015,-3318
